2016 Rank,Company,Category Detail,Franchise 500 Rank,Initial Investment,High,Change In Units 1 Yr,Change In Units 3 Yr,Founded,Franchising Since,Corporate Address,Veteran Incentives,Highest Rank,Lowest Rank,Where Seeking Franchisees,Operations
208,School of Rock,Music education,#208 Franchise 500,"$113,100 ","$343,600 ",+17.7% +32 UNITS,+36.5% +66 UNITS,1998,2005,"2101 E. El Segundo Blvd., #102 El Segundo, CA 90245",10% off franchise fee,205,318,,Training Onsite: 2 days
209,Complete Weddings + Events,"Photography, DJ, video, and photo-booth services",#209 Franchise 500,"$30,350 ","$48,650 ",+1.0% +2 UNITS,+2.6% +5 UNITS,1974,1983,"110 N. 9th Omaha, NB 68102",20% off franchise fee,209,483,worldwide,Training Onsite: 4 days
210,Ramada Worldwide,Hotels,#210 Franchise 500,"$191,998 ","$12,886,405 ",,+0.8% +7 UNITS,1954,1990,"22 Sylvan Wy. Parsippany, NJ 07054",,83,210,worldwide,Training Onsite: 3-4 days
211,SpeedPro Imaging,Graphics and large-format imaging,#211 Franchise 500,"$142,290 ","$302,700 ",+4.1% +7 UNITS,+7.6% +13 UNITS,2004,2005,"7000 S. Yosemite St., #100 Centennial, CO 80112","$5,000 off franchise fee",176,427,worldwide,Training Onsite: 8 days
212,Always Best Care Senior Services,"Medical and nonmedical home care, assisted-living placement",#212 Franchise 500,"$63,725 ","$114,400 ",+4.5% +9 UNITS,+8.6% +17 UNITS,1996,2006,"1406 Blue Oaks Blvd., #100 Roseville, CA 95747",5% off franchise fee,,,worldwide,Training Onsite: 3 days
213,HappyFeet Legends Int'l.,Soccer programs for ages 2 to 18,#213 Franchise 500,"$22,500 ","$29,400 ",+5.5% +9 UNITS,+26.8% +44 UNITS,1989,2007,"9701 W. 67th St. Merriam, KS 66203",10% off franchise fee,186,314,worldwide,Training Onsite: 3 days
214,Kitchen Tune-Up,Residential and commercial kitchen and bath remodeling,#214 Franchise 500,"$54,850 ","$64,900 ",+12.2% +23 UNITS,+13.8% +26 UNITS,1986,1988,"813 Circle Dr Aberdeen, SD 57401","10% off franchise fee, initial training & startup package",151,441,throughout the US,Training Onsite: 12 days
215,Freddy's Frozen Custard LLC,"Frozen custard, steakburgers, hot dogs",#215 Franchise 500,"$606,288 ","$1,182,193 ",+25.6% +41 UNITS,+40.6% +65 UNITS,2002,2004,"260 N. Rock Rd., #200 Wichita, KS 67206",,213,441,throughout the US,Training Onsite: 7 days
216,Oxi Fresh Franchising Co.,"Carpet, upholstery, hardwood floor, tile, and grout cleaning",#216 Franchise 500,"$38,904 ","$66,939 ",+12.8% +37 UNITS,+18.3% +53 UNITS,2006,2006,"143 Union Blvd., #825 Lakewood, CO 80228",10% off franchise fee,126,484,,Training at headquarters: 5 days
217,HobbyTown,"General hobbies and supplies, toys",#217 Franchise 500,"$147,000 ","$317,500 ",,+2.5% +4 UNITS,1969,1986,"1133 Libra Dr. Lincoln, NB 68512","$10,000 off franchise fee",200,397,,Training Onsite: 21 days
218,CarePatrol Franchise Systems LLC,Assisted-living referral and placement,#218 Franchise 500,"$64,649 ","$84,699 ",+5.2% +7 UNITS,+46.7% +63 UNITS,1993,2009,"1760 E. Pecos Rd., #338 Gilbert, AZ 85295",Double order of initial marketing materials,,,throughout the US,Training Onsite: 4 days
219,The Senior's Choice Inc.,Nonmedical home care,#219 Franchise 500,"$45,000 ","$65,000 ",+0.5% +1 UNITS,+2.7% +5 UNITS,1994,2007,"774 Mays Blvd., #10-297 Incline Village, NV 89451",5% off franchise fee,195,461,throughout the U.S.,Additional Training: Regional training
220,Mr. Appliance LLC,Household appliance services and repairs,#220 Franchise 500,"$60,800 ","$139,515 ",+2.3% +4 UNITS,+12.6% +22 UNITS,1996,1996,"1010 N. University Parks Dr. Waco, TX 76707",15% off franchise fee,200,474,,Training Onsite: ongoing
221,Aire Serv LLC,HVAC services,#221 Franchise 500,"$82,600 ","$206,400 ",+2.7% +5 UNITS,,1993,1993,"1020 N. University Parks Dr. Waco, TX 76707",15% off franchise fee,143,376,worldwide,Training Onsite: ongoing
222,Golden Chick,Chicken,#222 Franchise 500,"$235,450 ","$471,000 ",+0.8% +1 UNITS,+13.0% +17 UNITS,1967,1972,"1131 Rockingham, #250 Richardson, TX 75080",,212,458,internationally,Training Onsite: 14 days
223,Line-X LLC,"Spray-on truck-bed liners, truck accessories, protective coatings",#223 Franchise 500,"$118,001 ","$279,522 ",+2.9% +15 UNITS,+8.8% +45 UNITS,1993,1999,"1862 Sparkman Dr. Huntsville, AL 35816","$7,500 off franchise fee",80,484,worldwide,Training Onsite: 10 days
224,Fleet Feet Sports,"Athletic footwear, apparel, accessories",#224 Franchise 500,"$180,000 ","$338,000 ",+15.1% +23 UNITS,+23.0% +35 UNITS,1976,1978,"310 E. Main St., #200, P.O. Box 1269 Carrboro, NC 27510",,224,450,throughout the US,Training Onsite: varies
225,Painting with a Twist,Paint-and-sip studios,#225 Franchise 500,"$89,300 ","$143,300 ",+39.2% +93 UNITS,+65.4% +155 UNITS,2007,2009,"2121 N. Causeway Blvd., #200 Mandeville, LA 70471",20% off franchise fee,,,worldwide,Training Onsite: 2 days
226,UFC Gym,"Fitness, boxing, kickboxing, and MMA classes",#226 Franchise 500,"$706,057 ","$1,465,507 ",+2.4% +3 UNITS,+23.8% +30 UNITS,1992,2004,"1241 E. Dyer Rd, #100 Santa Ana, CA 92705",10% off franchise fee,226,498,worldwide,Training Onsite: 15 days
227,CiCi's Pizza,All-you-can-eat pizza buffets,#227 Franchise 500,"$217,462 ","$828,141 ",,,1985,1987,"1080 W. Bethel Rd. Coppell, TX 75019",First-store franchise fee waived,67,269,,Training at headquarters: 30 days
228,Pinkberry Ventures Inc.,"Frozen yogurt, frozen-yogurt shakes, Greek-yogurt smoothies",#228 Franchise 500,"$310,842 ","$615,145 ",+3.3% +9 UNITS,+14.9% +41 UNITS,2005,2006,"9311 E. Via De Ventura Scottsdale, AZ 85258",,,,,Training Onsite: 2 weeks
229,Money Mailer Franchise Corp.,Direct-mail advertising,#229 Franchise 500,"$83,050 ","$169,000 ",+1.7% +4 UNITS,+3.3% +8 UNITS,1979,1980,"12131 Western Ave. Garden Grove, CA 92841",25% off franchise fee,145,485,throughout the US,Training Onsite: 9 days
230,Cornwell Quality Tools Co.,Automotive tools and equipment,#230 Franchise 500,"$86,795 ","$217,750 ",,+0.9% +5 UNITS,1919,1997,"667 Seville Rd. Wadsworth, OH 44281",,,,throughout the US,
231,Miracle Method Surface Refinishing,Kitchen and bathroom surface refinishing,#231 Franchise 500,"$82,125 ","$136,850 ",,+6.5% +9 UNITS,1977,1980,"4310 Arrowswest Dr. Colorado Springs, CO 80907",10% off franchise fee,188,366,,Training at headquarters: 15 days
232,College Hunks Hauling Junk/College Hunks Moving,"Junk removal, moving, and labor services",#232 Franchise 500,"$83,300 ","$208,200 ",+12.4% +22 UNITS,+20.2% +36 UNITS,2003,2007,"1513 E. 9th Ave. Tampa, FL 33605","$5,000 off franchise fee",191,399,,Training at headquarters: 6 days
233,J.D. Byrider,Used-auto sales and financing,#233 Franchise 500,"$675,480 ","$3,477,500 ",+5.3% +9 UNITS,+12.4% +21 UNITS,1979,1989,"12802 Hamilton Crossing Blvd. Carmel, IN 46032",,221,447,throughout the US,Training Onsite: 10 days
234,Pro Image Sports,Licensed sports apparel and accessories,#234 Franchise 500,"$155,500 ","$536,700 ",+6.7% +8 UNITS,+16.0% +19 UNITS,1985,1986,"1310 W. 233 N., #200 Centerville, UT 84014","$5,000 off franchise fee",,,worldwide,Training Onsite: 2-3 days
235,Spherion Staffing,"Staffing, recruiting",#235 Franchise 500,"$100,400 ","$167,800 ",+4.5% +7 UNITS,+7.0% +11 UNITS,1946,1956,"3625 Cumberland Blvd. Atlanta, GA 30339",25% off franchise fee,106,446,throughout the US,Training Onsite: 10 days
236,Stratus Building Solutions,Commercial cleaning,#236 Franchise 500,"$3,450 ","$64,550 ",+100.0% +1384 UNITS,+100.0% +1384 UNITS,2004,2006,"10530 Victory Blvd. North Hollywood, CA 91606",10% off franchise fee,12,236,,Training Onsite: as needed
237,Pirtek USA,Hose service and supply center/mobile services,#237 Franchise 500,"$98,100 ","$620,000 ",+2.8% +13 UNITS,+6.8% +31 UNITS,1980,1987,"501 Haverty Ct., #A Rockledge, FL 32955","$5,000-$15,000 off franchise fee",237,456,throughout the US,Training Onsite: 5 days
238,Just Between Friends Franchise Systems Inc.,Children's and maternity consignment events,#238 Franchise 500,"$32,774 ","$45,449 ",+4.0% +6 UNITS,+6.0% +9 UNITS,1997,2004,"325 N. Butternut Pl. Broken Arrow, OK 74012",,207,240,,Training Onsite: 3 days
239,Padgett Business Services,"Financial, payroll, consulting, and tax services",#239 Franchise 500,"$20,200 ","$99,975 ",,,1965,1975,"160 Hawthorne Pk. Athens, GA 30606","$4,000 off franchise fee",86,434,,Training at headquarters: 2 weeks
240,Express Oil Change & Tire Engineers,"Oil changes, tire services, tune-ups, repairs",#240 Franchise 500,"$1,638,000 ","$2,276,000 ",+100.0% +211 UNITS,+8.1% +17 UNITS,1979,1983,"1880 Southpark Dr. Birmingham, AL 35244",,197,487,in the following regions/states;See List,Training Onsite: 14 days
241,Certified Restoration DryCleaning Network LLC,Restoration of textiles and electronics,#241 Franchise 500,"$45,550 ","$235,500 ",,,1992,2001,"2060 Coolidge Hwy. Berkley, MI 48072",,237,415,in the following regions/states;in the following regions/states;See List,Training at headquarters: 5 days
242,Retro Fitness,Health clubs,#242 Franchise 500,"$941,350 ","$1,622,250 ",+18.5% +25 UNITS,+34.8% +47 UNITS,2002,2006,"43 Country Rd. 537 W. Colts Neck, NJ 07722",10% off franchise fee,217,289,worldwide,Training Onsite: 14+ days
243,Fiesta Auto Insurance and Tax,Insurance and tax-preparation services,#243 Franchise 500,"$49,662 ","$107,458 ",+11.4% +16 UNITS,+25.0% +35 UNITS,1998,2006,"3755 Breakthrough Wy., #205 Las Vegas, NV 89135",,,,throughout the US,Training Onsite: 5+ days
244,Villa Italian Kitchen,"Pizza, Italian food",#244 Franchise 500,"$296,950 ","$894,000 ",+0.7% +2 UNITS,+8.1% +22 UNITS,1964,1999,"25 Washington St. Morristown, NJ 07960",20% off franchise fee,,,,Additional Training: At corporate locations
245,Massage Heights,Therapeutic massage services and products,#245 Franchise 500,"$369,141 ","$609,161 ",+14.2% +18 UNITS,+27.6% +35 UNITS,2004,2005,"13750 Hwy. 281 N., #230 San Antonio, TX 78232",10% off franchise fee,,,internationally,Training Onsite: 21 days
246,Estrella Insurance,"Auto, home, and business insurance",#246 Franchise 500,"$49,950 ","$84,000 ",+23.1% +24 UNITS,+33.7% +35 UNITS,1980,2008,"3750 W. Flagler St. Miami, FL 33134",10% off franchise fee,226,256,in the following regions/states;See List,Training Onsite: 1 week
247,Pinot's Palette,Paint-and-sip studios,#247 Franchise 500,"$76,600 ","$196,600 ",+32.4% +44 UNITS,+67.6% +92 UNITS,2009,2010,"10333 Harwin Dr., #265 Houston, TX 77036",10% off franchise fee,,,worldwide,Training Onsite: 10 days
248,Fresh Coat,Residential and commercial painting,#248 Franchise 500,"$53,850 ","$81,750 ",+14.5% +19 UNITS,+18.3% +24 UNITS,2005,2005,"10700 Montgomery Rd., #300 Cincinnati, OH 45242","$2,000 off franchisee fee",205,415,,Training at headquarters: 5 days
249,Mosquito Squad,Outdoor pest control,#249 Franchise 500,"$29,600 ","$69,625 ",+19.9% +35 UNITS,+19.3% +34 UNITS,2004,2005,"2924 Emerywood Pkwy., #101 Richmond, VA 23294","$2,500 off franchise fee ($5,000 in May and November annually)",,,worldwide,Training Onsite: 2 days
250,CMIT Solutions Inc.,IT and business services for SMBs,#250 Franchise 500,"$128,300 ","$176,439 ",+4.7% +7 UNITS,+8.0% +12 UNITS,1994,1998,"500 N. Capital of TX Hwy., #200 Austin, TX 78746",20% off first-unit franchise fee,216,472,,Training at headquarters: 10 days
251,Checkers and Rally's Restaurants Inc.,"Burgers, fries",#251 Franchise 500,"$165,796 ","$1,306,345 ",+0.6% +5 UNITS,+3.7% +30 UNITS,1986,1989,"4300 W. Cypress St., #600 Tampa, FL 33607",Franchise fee waived,69,499,throughout the US,Training Onsite: 5 weeks
252,Engineering for Kids,"Math, science, technology, and engineering activities",#252 Franchise 500,"$27,175 ","$93,625 ",+24.5% +35 UNITS,+54.5% +78 UNITS,2009,2011,"1320 Central Park Blvd., #201 Fredericksburg, VA 22406",10% off franchise fee,,,worldwide,Training at headquarters: 4 days
253,High Touch-High Tech,Science activities for schools/parties,#253 Franchise 500,"$61,250 ","$66,000 ",,,1990,1993,"P.O. Box 8495 Asheville, NC 28814",15% off franchise fee,183,456,worldwide,Training at headquarters: 5 days
254,Dale Carnegie Training,Workplace training and development,#254 Franchise 500,"$19,700 ","$174,500 ",+4.4% +10 UNITS,+7.5% +17 UNITS,1912,2000,"290 Motor Pkwy. Hauppauge, NY 11788",50% off franchise fee,228,423,worldwide,Training Onsite: 5 days
255,Orangetheory Fitness,Group personal training,#255 Franchise 500,"$424,500 ","$980,800 ",+66.9% +226 UNITS,+88.8% +300 UNITS,2010,2010,"1815 Cordova Rd., #206 Fort Lauderdale, FL 33316",,,,,Training Onsite: 5 days
256,Expedia CruiseShipCenters,Travel agencies,#256 Franchise 500,"$99,430 ","$183,900 ",+6.3% +12 UNITS,+7.3% +14 UNITS,1987,1987,"1066 W. Hastings St., #900 Vancouver, BC V6E 3X1",15% off franchise fee,200,473,internationally,Training Onsite: 3.75 days
257,The Alternative Board (TAB),"Peer advisory boards, business coaching",#257 Franchise 500,"$40,648 ","$87,673 ",+10.5% +20 UNITS,+19.5% +37 UNITS,1990,1996,"11031 Sheridan Blvd. Westminster, CO 80020",10% off franchise fee,200,464,worldwide.,Training Onsite: 8 days
258,Kiddie Academy,Educational childcare,#258 Franchise 500,"$422,000 ","$3,737,500 ",+6.2% +8 UNITS,+7.8% +10 UNITS,1981,1992,"3415 Box Hill Corporate Center Dr. Abingdon, MD 21009","$25,000 off franchise fee",211,497,throughout the US,"Training Onsite: 1 week, ongoing as needed"
259,Five Star Painting,Residential and commercial painting,#259 Franchise 500,"$61,600 ","$136,150 ",,+7.8% +13 UNITS,2002,2005,"1010 N. University Parks Dr. Waco, TX 76707",15% off franchise fee,,,worldwide,Training Onsite: ongoing
260,Clothes Mentor,Women's clothing and accessories resale stores,#260 Franchise 500,"$198,000 ","$297,000 ",+20.7% +30 UNITS,+35.9% +52 UNITS,2001,2007,"4350 Baker Rd., #350 Minnetonka, MN 55343","$2,500 rebate on franchise fee",210,470,throughout the US,Training Onsite: 4 days
261,Captain D's LLC,Seafood,#261 Franchise 500,"$781,000 ","$1,013,000 ",,,1969,1969,"624 Grassmere Park Dr., #30 Nashville, TN 37211","50% off franchise fee, royalty fee reduced to 2.5% for first year",,,worldwide,Training Onsite: 20 days
262,Which Wich Superior Sandwiches,Sandwiches,#262 Franchise 500,"$199,500 ","$488,750 ",+16.1% +57 UNITS,+29.9% +106 UNITS,2003,2004,"1412 Main St., #2000 Dallas, TX 75202","$10,000 off first-store franchise fee",162,449,worldwide,Training Onsite: 7 days
263,Acti-Kare Inc.,Nonmedical home care,#263 Franchise 500,"$33,655 ","$52,735 ",+24.0% +23 UNITS,+28.1% +27 UNITS,2007,2007,"17425 Bridge Hill Ct., #200 Tampa, FL 33647",10% off franchise fee,240,407,worldwide,Training at headquarters: 3 days
264,Capriotti's Sandwich Shop Inc.,Subs,#264 Franchise 500,"$328,000 ","$525,500 ",,+8.7% +9 UNITS,1976,1991,"6056 S. Durango, #100 Las Vegas, NV 89113",,234,488,throughout the US,Training Onsite: 30 days
265,OpenWorks,"Commercial cleaning, facility services",#265 Franchise 500,"$17,000 ","$124,450 ",+8.4% +28 UNITS,+7.5% +25 UNITS,1983,1983,"4742 N. 24th St., #450 Phoenix, AZ 85016",10% off franchise fee,122,301,in the following regions/states;See List,Training Onsite: 4 days
266,Christian Brothers Automotive Corp.,Auto repair,#266 Franchise 500,"$408,100 ","$477,600 ",+11.6% +17 UNITS,+23.8% +35 UNITS,1982,1996,"17725 Katy Fwy., #200 Houston, TX 77094","$12,500 off franchise fee",226,267,throughout the US,Training Onsite: 15 days
267,TSS Photography,"Youth sports, school and event photography",#267 Franchise 500,"$20,550 ","$74,275 ",,,1983,1984,"1300 Metropolitan Ave Oklahoma City, OK 73108",10-20% off franchise and territory fees,,,throughout the US,Training Onsite: 6 days
268,Dental Fix RX LLC,"Dental-equipment sales, service, and repairs",#268 Franchise 500,"$77,100 ","$183,000 ",+23.7% +27 UNITS,+51.8% +59 UNITS,2009,2009,"4380 Oakes Rd., #814 Davie, FL 33314",,,,,Training Onsite: 5 days
269,Doc Popcorn,Kettle-cooked popcorn,#269 Franchise 500,"$39,500 ","$355,050 ",+7.1% +7 UNITS,+12.1% +12 UNITS,2003,2009,"5680 Logan Ct. Denver, CO 80216",15% off franchise fee,234,269,worldwide,Training Onsite: 5 days
270,Image360,"Signs, graphics, displays, digital imaging",#270 Franchise 500,"$141,465 ","$272,999 ",,,1986,1987,"8681 Robert Fulton Dr. Columbia, MD 21046",25% off franchise fee,209,381,,Training Onsite: up to 2 weeks
271,Fuzzy's Taco Shop,Baja-style Mexican food,#271 Franchise 500,"$329,260 ","$1,068,210 ",+7.1% +6 UNITS,+11.8% +10 UNITS,2003,2009,"200 Bailey Ave., #100 Fort Worth, TX 76107",,,,throughout the US,Training Onsite: 5 days
272,The Cleaning Authority,Residential cleaning,#272 Franchise 500,"$70,892 ","$152,570 ",+4.7% +9 UNITS,+4.7% +9 UNITS,1978,1996,"7230 Lee DeForest Dr., #200 Columbia, MD 21046",25% off franchise fee,187,476,throughout the U.S.,Training Onsite: varies
273,Wyndham Hotels and Resorts,Hotels,#273 Franchise 500,"$857,401 ","$60,971,376 ",+13.3% +30 UNITS,+36.0% +81 UNITS,1981,1996,"22 Sylvan Wy. Parsippany, NJ 07054",,251,491,worldwide,Training Onsite: 3-4 days
274,ShelfGenie Franchise Systems LLC,Custom pull-out shelving for cabinets and pantries,#274 Franchise 500,"$70,100 ","$107,750 ",+0.6% +1 UNITS,+23.1% +40 UNITS,2000,2008,"5500 Interstate N. Pkwy., #250 Atlanta, GA 30328","15% off franchise fee, 25% off for veterans with disabilities",189,465,,Training at headquarters: 8 days
275,Spring-Green Lawn Care,Lawn and tree care,#275 Franchise 500,"$106,047 ",,+3.8% +5 UNITS,+6.9% +9 UNITS,1977,1977,"11909 Spaulding School Dr. Plainfield, IL 60585","Up to $5,000 toward startup costs",275,470,in the following regions/states;See List,Training Onsite: 3 days
276,i9 Sports,"Youth sports leagues, camps, and clinics",#276 Franchise 500,"$50,900 ","$76,900 ",+5.1% +7 UNITS,+14.5% +20 UNITS,2002,2003,"9410 Camden Field Pkwy. Riverview, FL 33578-0519",10% off franchise fee,213,492,throughout the US,Training Onsite: 3 days
277,Rosati's Pizza,"Pizza, Italian food",#277 Franchise 500,"$134,200 ","$975,500 ",+0.8% +1 UNITS,+10.3% +13 UNITS,1964,2006,"2250 Point Blvd., #335 Elgin, IL 60123",25% off franchise fee,277,499,worldwide,Training Onsite: 14 days
278,Hilton Hotels and Resorts,Upscale hotels and resorts,#278 Franchise 500,"$55,999,500 ","$97,117,875 ",+1.3% +7 UNITS,+1.1% +6 UNITS,1919,1965,"7930 Jones Branch Dr., #1100 McLean, VA 22102",,94,278,worldwide,Training Onsite: varies
279,Mighty Auto Parts,Wholesale distribution of auto parts,#279 Franchise 500,"$134,100 ","$302,400 ",,,1963,1970,"650 Engineering Dr. Norcross, GA 30092","25% off license fee, training/administration fee waived, special payment terms on initial inventory",,,worldwide,Training Onsite: 5 days
280,PostNet Neighborhood Business Centers,"Packing, shipping, printing, signs, marketing solutions",#280 Franchise 500,"$169,767 ","$212,275 ",+1.9% +13 UNITS,+0.1% +1 UNITS,1985,1993,"1819 Wazee St. Denver, CO 80202",35% off franchise fee,101,319,worldwide,Training Onsite: 5 days
281,Wireless Zone,Wireless-communications stores,#281 Franchise 500,"$128,000 ","$393,500 ",,,1988,1989,"795 Brook St., Bldg. #5 Rocky Hill, CT 06067",50% off franchise fee/transfer fee,79,281,throughout the US,Training Onsite: 1 week
282,Floor Coverings Int'l.,Flooring,#282 Franchise 500,"$148,500 ","$209,500 ",+15.3% +21 UNITS,+27.0% +37 UNITS,1988,1989,"5250 Triangle Pkwy., #100 Norcross, GA 30092",,,,,Training Onsite: 2 days
283,Freedom Boat Club,Membership boat clubs,#283 Franchise 500,"$144,200 ","$178,700 ",+12.2% +11 UNITS,+22.2% +20 UNITS,1989,2000,"990 Laguna Dr. Venice, FL 34285",10% off franchise fee,283,476,worldwide,Training Onsite: 2 days
284,Brightway Insurance,Property and casualty insurance,#284 Franchise 500,"$115,200 ","$181,000 ",+5.1% +6 UNITS,+11.0% +13 UNITS,2003,2007,"3733 W. University Blvd., #100 Jacksonville, FL 32217","$5,000 off franchise fee",193,284,throughout the US,"Training Onsite: Online, initial and ongoing"
285,Flip Flop Shops,Flip-flops and casual footwear,#285 Franchise 500,"$174,300 ","$279,500 ",,+3.4% +3 UNITS,2004,2007,"1815 Old 41 Hwy., #330 Kennesaw, GA 30152","$2,000 off franchise fee",227,415,,Training Onsite: 3 days
286,Sit Means Sit Dog Training,Dog training,#286 Franchise 500,"$50,675 ","$123,850 ",+6.7% +6 UNITS,+15.7% +14 UNITS,2006,2009,"2900 E. Patrick Ln., #2A Las Vegas, NV 89120",,286,377,,
287,Fatburger North America Inc.,Burgers,#287 Franchise 500,"$498,100 ","$890,600 ",+2.5% +4 UNITS,+12.5% +20 UNITS,1952,1990,"9606 Santa Monica Blvd., Penthouse Beverly Hills, CA 90210",,,,worldwide,
288,Roosters Men's Grooming Centers,Men's grooming services and products,#288 Franchise 500,"$173,750 ","$303,350 ",+1.3% +1 UNITS,+16.9% +13 UNITS,1999,2002,"7201 Metro Blvd. Minneapolis, MN 55439","$2,500 franchise fee rebate on first store",236,310,worldwide,Training at headquarters: 5 days
289,Green Home Solutions,Environmentally friendly indoor home services,#289 Franchise 500,"$45,675 ","$75,250 ",+5.5% +6 UNITS,+50.5% +55 UNITS,2010,2010,"100 Emerson Ln., #1529 Bridgeville, PA 15017",,,,throughout the US,Training Onsite: 2 days
290,Travelodge,Hotels,#290 Franchise 500,"$162,218 ","$7,268,731 ",,,1939,1966,"22 Sylvan Wy. Parsippany, NJ 07054",,106,290,,Training Onsite: 3-4 days
291,American Family Care,Urgent-care centers,#291 Franchise 500,"$807,500 ","$1,434,500 ",+15.4% +23 UNITS,+26.8% +40 UNITS,1982,2008,"3700 Cahaba Beach Rd. Birmingham, AL 35242",,247,405,,Training Onsite: 8 days
292,American Poolplayers Association,Recreational billiard leagues,#292 Franchise 500,"$16,704 ","$19,874 ",+2.2% +7 UNITS,+2.2% +7 UNITS,1981,1982,"1000 Lake St. Louis Blvd., #325 Lake St. Louis, MO 63367",25% off franchise fee,118,292,,Training at headquarters: 6 days
293,The Dentist's Choice,Dental-handpiece repairs,#293 Franchise 500,"$54,400 ","$58,500 ",+7.0% +10 UNITS,+1.4% +2 UNITS,1992,1994,"774 Mays Blvd., #10-297 Incline Village, NV 89451",5% off franchise fee,214,469,throughout the U.S.,Training at headquarters: 5 days
294,Seva Beauty,"Threading, eyelash extensions, waxing, spa services and products",#294 Franchise 500,"$107,500 ","$276,000 ",+41.7% +58 UNITS,+64.7% +90 UNITS,2008,2010,"1954 First St., #112 Highland Park, IL 60035","$5,000 off franchise fee",,,worldwide,Training Onsite: 1 day
295,Johnny Rockets,Burger restaurants,#295 Franchise 500,"$246,500 ","$1,098,500 ",+5.2% +18 UNITS,+12.8% +44 UNITS,1986,1987,"2 South Pointe Dr., #200 Lake Forest, CA 92630",25% off franchise fee,,,,Training Onsite: 10 days
296,Mister Sparky,"Residential electrical maintenance, repair, and replacement services",#296 Franchise 500,"$68,555 ","$458,550 ",+2.8% +3 UNITS,+1.9% +2 UNITS,1996,2006,"50 Central Ave., #920 Sarasota, FL 34236",10% off franchise fee,,,,Training Onsite: up to 10 days
297,Home Care Assistance,Nonmedical home care,#297 Franchise 500,"$77,775 ","$245,250 ",+9.2% +10 UNITS,+13.8% +15 UNITS,2003,2004,"525 University Ave. Palo Alto, CA 94301",10% off franchise fee,251,477,worldwide,Training at headquarters: 5 days
298,Kilwins Chocolates Franchise Inc.,"Chocolates, fudge, ice cream",#298 Franchise 500,"$386,125 ","$540,586 ",+9.5% +10 UNITS,+18.1% +19 UNITS,1947,1982,"1050 Bay View Rd. Petoskey, MI 49770","$10,000 off franchise fee",251,497,in the following regions/states;See List,Training Onsite: 5 days
299,Ben & Jerry's,"Ice cream, frozen yogurt, sorbet, smoothies",#299 Franchise 500,"$156,385 ","$486,000 ",,,1978,1981,"30 Community Dr. South Burlington, VT 05403",,65,299,internationally,Training Onsite: 3-4 days
300,The Glass Guru,Window and glass restoration and replacement,#300 Franchise 500,"$37,300 ","$135,800 ",+1.1% +1 UNITS,+9.1% +8 UNITS,2004,2007,"1382 Blue Oaks Blvd., #213 Roseville, CA 95678",10% off franchise fee,234,482,throughout the U.S.,Training at headquarters: 5 days
301,Aire-Master of America Inc.,Restroom odor-control and maintenance,#301 Franchise 500,"$39,584 ","$142,400 ",+3.7% +4 UNITS,+3.7% +4 UNITS,1958,1976,"1821 N. Hwy. CC, P.O. Box 2310 Nixa, MO 65714",10% off franchise fee,237,441,,Training Onsite: 5 days
302,Property Management Inc.,"Commercial, residential and association property management",#302 Franchise 500,"$19,400 ","$60,000 ",+22.6% +24 UNITS,+52.8% +56 UNITS,2008,2008,"2940 W. Maple Loop Dr., #104 Lehi, UT 84043",5% off franchise fee,,,worldwide,Training Onsite: 45 days
303,Kid to Kid,New and used children's and maternity clothing and products,#303 Franchise 500,"$259,911 ","$419,411 ",+5.3% +6 UNITS,+10.6% +12 UNITS,1992,1994,"170 S. 1000 E. Salt Lake City, UT 84102","$5,000 off franchise fee",279,450,,Training Onsite: 5 days
304,Blimpie Subs & Salads,"Subs, salads",#304 Franchise 500,"$74,970 ","$401,450 ",,,1964,1970,"9311 E. Via De Ventura Scottsdale, AZ 85258",20% off franchise fee,27,438,worldwide,Training Onsite: 80 hours
305,Steamatic Inc.,"Insurance/disaster restoration, cleaning, mold remediation",#305 Franchise 500,"$74,440 ","$173,490 ",+3.3% +12 UNITS,,1948,1967,"3333 Quorum Dr., #280 Fort Worth, TX 76137",25% off franchise fee,106,305,worldwide,Training Onsite: 2 weeks
306,Hawthorn Suites by Wyndham,Hotels,#306 Franchise 500,"$208,621 ","$11,740,461 ",+4.0% +4 UNITS,+9.9% +10 UNITS,1986,1986,"22 Sylvan Wy. Parsippany, NJ 07054",,270,488,worldwide,Training Onsite: 3-4 days
307,Assisting Hands Home Care,"Home healthcare, respite care",#307 Franchise 500,"$70,550 ","$147,500 ",+33.0% +30 UNITS,+45.1% +41 UNITS,2006,2006,"5700 E. Franklin Rd., #105 Nampa, ID 83687",10% off franchise fee,,,internationally,Training Onsite: 2.5 days
